age,months_with_company,avg_monthly_spend,num_service_tickets,contract_renewals,num_products,discount_rate,late_payments,region,plan_type,is_family_plan,has_auto_pay,payment_method,churn
53,90,28.88,2.0,3,4,0.47,0,South,Basic,No,No,UPI,0
47,59,93.3,1.0,0,2,0.397,0,East,Standard,No,Yes,UPI,0
46,102,58.19,1.0,1,2,0.093,2,East,Basic,No,Yes,Card,0
60,43,47.05,2.0,3,5,0.442,0,North,Basic,Yes,Yes,NetBanking,0
50,119,,2.0,1,5,0.422,0,North,Standard,No,No,NetBanking,0
63,97,30.45,1.0,5,4,0.373,0,South,Standard,No,No,UPI,0
65,27,,2.0,1,1,0.258,0,North,Basic,No,Yes,UPI,0
75,87,52.14,1.0,0,2,0.035,0,East,Standard,No,Yes,UPI,0
67,35,87.35,1.0,4,2,0.356,0,East,Basic,Yes,Yes,UPI,0
50,42,61.03,1.0,0,3,0.259,1,West,Standard,No,Yes,Card,0
48,30,88.59,1.0,1,5,0.155,0,West,Standard,Yes,No,Card,0
32,82,65.13,3.0,1,5,0.005,2,South,Standard,Yes,No,Card,0
55,32,77.06,1.0,4,2,0.116,2,West,Premium,Yes,Yes,Cash,0
26,77,74.38,1.0,5,1,0.303,0,West,Standard,Yes,No,Card,0
75,70,72.47,,1,2,0.056,0,North,Standard,Yes,Yes,Card,0
70,90,,2.0,2,2,0.328,0,West,Standard,No,No,UPI,0
25,119,55.34,0.0,2,5,0.41,1,South,Basic,No,No,NetBanking,0
66,2,98.31,2.0,4,1,0.159,0,East,Premium,No,No,UPI,1
25,118,41.86,,2,5,0.041,0,East,Standard,No,Yes,Card,0
62,14,60.09,0.0,3,4,0.07,1,West,Premium,No,Yes,UPI,0
23,63,60.3,2.0,3,1,0.179,0,West,Standard,No,Yes,Card,0
48,41,68.05,0.0,0,4,0.407,0,West,Standard,No,Yes,UPI,0
58,77,51.41,1.0,3,3,0.317,1,South,Basic,No,Yes,UPI,0
63,86,66.29,1.0,3,1,0.434,0,West,Basic,No,No,UPI,0
43,103,56.62,4.0,5,2,0.497,0,East,,No,Yes,UPI,0
75,48,28.36,0.0,3,2,0.101,0,West,Premium,Yes,Yes,Card,0
66,112,,2.0,5,2,0.347,0,West,Standard,No,No,UPI,0
30,39,37.99,1.0,2,3,0.233,0,North,Standard,Yes,Yes,Cash,0
59,25,25.31,0.0,4,4,0.247,1,South,Basic,No,Yes,UPI,0
63,46,62.74,4.0,5,1,0.163,0,West,Basic,No,Yes,NetBanking,0
38,63,69.76,0.0,0,1,0.171,0,West,Basic,No,No,UPI,0
63,80,70.53,,3,4,0.338,0,West,Premium,Yes,,UPI,0
73,100,71.34,,5,3,0.31,0,South,Standard,No,Yes,Card,0
68,27,21.35,2.0,3,2,0.159,0,South,Standard,No,Yes,Cash,0
65,37,32.78,4.0,5,2,0.059,0,East,Premium,No,Yes,Card,0
57,112,99.47,3.0,2,1,0.289,0,South,Basic,No,No,Card,0
34,53,39.06,1.0,5,5,0.37,1,West,Premium,Yes,No,Card,0
67,29,72.22,5.0,3,5,0.279,0,East,Standard,No,Yes,UPI,0
40,118,46.26,3.0,2,3,0.002,1,South,Basic,No,Yes,UPI,0
50,54,61.59,3.0,1,2,0.141,1,South,Standard,No,Yes,UPI,0
37,118,47.33,0.0,1,2,0.389,0,West,Basic,No,No,Card,0
37,110,71.23,1.0,1,2,0.371,1,East,Standard,No,Yes,UPI,0
27,108,62.74,1.0,4,5,0.005,1,North,Basic,Yes,Yes,Card,0
77,70,51.03,1.0,2,1,0.235,0,East,Basic,Yes,Yes,UPI,0
27,96,39.0,0.0,2,5,0.219,0,South,Standard,Yes,Yes,Card,0
23,115,65.36,1.0,2,2,0.326,0,South,,No,No,Card,0
76,33,35.75,0.0,2,2,0.062,0,East,Basic,No,Yes,Card,0
52,5,68.55,1.0,4,5,0.311,1,South,Standard,No,No,Card,0
45,39,112.53,1.0,2,5,0.473,1,South,,No,Yes,UPI,0
63,76,87.0,,2,5,0.186,0,South,Standard,No,Yes,Cash,0
41,66,74.37,1.0,3,2,0.169,0,South,Standard,No,No,UPI,0
25,10,58.29,2.0,3,3,0.014,0,East,Basic,No,Yes,Card,0
63,67,21.22,4.0,2,2,0.029,0,East,Premium,No,No,Card,0
28,21,33.55,2.0,0,1,0.466,2,North,Basic,No,Yes,UPI,0
52,61,85.66,1.0,4,2,0.488,0,South,Basic,No,Yes,UPI,0
76,69,44.2,1.0,3,1,0.003,0,West,Basic,No,Yes,UPI,0
76,76,46.01,1.0,3,1,0.45,0,West,Standard,No,No,UPI,0
40,50,56.69,1.0,3,3,0.087,1,North,Basic,No,No,Card,0
66,49,38.76,3.0,3,4,0.281,0,North,Basic,No,No,Cash,0
55,81,35.46,0.0,5,2,0.339,0,West,Standard,No,No,Card,0
47,90,58.99,1.0,0,3,0.18,3,North,Standard,No,Yes,UPI,0
26,97,42.17,1.0,0,4,0.264,0,West,Basic,No,No,Card,0
41,40,45.18,,5,5,0.314,0,West,Basic,No,Yes,Card,0
58,51,44.38,,5,3,0.097,1,North,Basic,Yes,No,Card,0
79,40,70.45,6.0,2,2,0.497,1,North,Basic,No,No,UPI,0
18,63,55.36,1.0,3,4,0.102,0,West,Standard,Yes,Yes,Card,0
62,16,56.43,1.0,2,1,0.005,0,South,Basic,Yes,No,NetBanking,0
70,52,71.94,1.0,5,1,0.472,0,East,Basic,Yes,No,Card,0
76,23,57.16,3.0,2,2,0.215,2,North,Basic,No,Yes,Card,0
44,64,54.43,0.0,4,2,0.199,0,East,Standard,No,No,UPI,0
25,102,69.41,4.0,2,1,0.138,1,West,Standard,No,Yes,Card,0
34,118,73.36,4.0,2,1,0.013,1,East,Basic,No,No,Card,0
70,54,57.06,0.0,4,5,0.132,0,North,Standard,No,No,Card,0
72,7,61.61,1.0,2,4,0.197,0,East,,No,Yes,UPI,0
57,28,44.36,2.0,0,4,0.26,0,East,Basic,No,Yes,Card,0
25,13,42.79,0.0,1,1,0.229,0,North,Basic,No,Yes,UPI,0
25,91,75.38,2.0,5,4,0.44,1,,Basic,Yes,No,UPI,0
47,118,68.9,1.0,2,2,0.456,0,East,,No,No,NetBanking,0
54,66,69.11,3.0,0,4,0.159,0,North,Basic,No,No,Card,0
20,22,65.62,1.0,5,3,0.48,1,West,Basic,Yes,No,UPI,0
60,3,60.92,1.0,5,2,0.432,0,South,Standard,Yes,Yes,Card,0
51,117,73.93,0.0,2,2,0.464,1,North,Standard,Yes,Yes,UPI,0
18,38,78.7,2.0,3,1,0.353,0,North,Standard,No,No,Card,0
23,14,78.22,0.0,4,5,0.099,0,South,Basic,No,Yes,UPI,0
46,22,57.98,1.0,0,3,0.098,0,South,Basic,Yes,Yes,Card,0
62,31,87.74,2.0,1,4,0.454,4,South,Standard,Yes,Yes,Card,0
69,79,64.57,,3,5,0.254,0,,Standard,No,Yes,Card,0
44,107,72.65,4.0,3,1,0.445,1,East,Premium,No,No,Card,0
36,33,65.64,5.0,1,2,0.36,1,North,Standard,No,Yes,Card,1
78,82,,1.0,0,1,0.106,0,East,Standard,Yes,Yes,UPI,0
46,8,45.28,2.0,5,1,0.192,0,East,,No,Yes,Card,0
37,2,74.03,3.0,3,5,0.484,1,East,Premium,No,Yes,UPI,0
45,7,116.91,0.0,4,4,0.01,0,West,Standard,Yes,Yes,Card,0
18,110,52.5,,2,3,0.357,0,South,Basic,No,No,Card,0
36,70,61.42,2.0,3,2,0.489,0,North,Standard,No,Yes,Card,0
49,96,51.08,1.0,2,3,0.052,1,North,Standard,Yes,No,UPI,0
74,3,50.24,2.0,2,3,0.136,1,South,Basic,No,Yes,UPI,0
63,3,,3.0,4,2,0.274,0,South,Standard,No,Yes,UPI,0
66,102,46.54,1.0,5,1,0.422,1,North,Standard,No,No,Card,0
51,13,50.52,1.0,4,3,0.253,0,East,Basic,Yes,Yes,UPI,0
24,19,28.25,2.0,4,3,0.03,0,West,Premium,Yes,,UPI,0
42,62,44.85,1.0,0,4,0.064,1,West,Premium,No,Yes,NetBanking,0
79,73,25.83,1.0,3,2,0.188,0,East,Basic,Yes,No,UPI,0
20,28,72.64,,5,1,0.161,1,East,Basic,No,No,Card,1
72,53,,1.0,2,5,0.11,0,East,Premium,Yes,Yes,Cash,1
60,81,52.67,2.0,3,3,0.42,0,South,,No,No,Card,0
35,53,26.66,0.0,1,4,0.013,0,South,Premium,No,Yes,Cash,0
66,46,78.0,0.0,1,1,0.415,1,South,Basic,Yes,No,Card,0
69,9,45.46,3.0,4,1,0.461,2,North,Standard,No,No,UPI,0
20,54,85.99,1.0,1,1,0.315,0,East,Standard,No,Yes,UPI,0
24,96,54.36,2.0,3,4,0.313,0,,Basic,Yes,Yes,Card,0
59,75,47.36,2.0,3,2,0.075,1,North,Standard,No,No,UPI,0
79,107,56.44,0.0,5,4,0.284,0,South,Basic,No,Yes,Card,0
19,16,75.16,2.0,5,5,0.188,1,West,Basic,No,No,Card,0
59,2,55.45,2.0,3,4,0.115,1,South,Basic,No,Yes,Card,1
26,66,50.07,2.0,0,5,0.292,0,,Basic,Yes,No,Cash,0
58,22,56.02,2.0,3,5,0.001,1,North,Basic,Yes,Yes,Cash,0
56,71,34.56,2.0,5,4,0.138,0,North,Basic,No,No,UPI,0
23,108,67.94,4.0,2,5,0.328,0,West,Basic,No,Yes,UPI,0
60,41,,2.0,3,4,0.228,2,North,Basic,No,No,Card,0
73,66,51.12,2.0,4,2,0.073,0,South,Basic,No,No,Card,0
71,82,,1.0,2,1,0.001,0,West,Standard,Yes,No,Cash,0
19,18,66.06,1.0,2,2,0.135,0,South,Basic,Yes,No,UPI,0
33,107,71.81,1.0,2,3,0.275,0,East,Standard,No,Yes,UPI,0
32,25,58.7,0.0,5,2,0.267,0,East,,Yes,Yes,Card,0
46,97,83.39,1.0,2,1,0.066,0,North,Basic,No,Yes,UPI,0
26,79,78.49,2.0,1,3,0.307,0,South,Basic,Yes,Yes,Cash,0
70,17,68.92,4.0,3,3,0.499,0,South,Basic,Yes,Yes,Cash,0
66,87,78.55,1.0,4,5,0.292,1,North,Standard,Yes,No,UPI,1
68,24,75.01,1.0,5,5,0.264,1,North,Standard,No,No,Card,0
30,72,51.21,1.0,5,4,0.311,2,East,Basic,Yes,Yes,Cash,1
18,115,33.12,2.0,4,5,0.44,0,North,Basic,No,Yes,UPI,0
74,114,68.41,1.0,4,2,0.473,1,North,Standard,No,Yes,Card,0
35,104,70.92,3.0,2,5,0.021,1,East,Basic,Yes,No,Card,0
58,59,81.81,1.0,2,5,0.102,0,South,Standard,No,No,UPI,0
74,67,41.27,3.0,3,1,0.058,1,East,Standard,No,Yes,NetBanking,0
20,36,41.87,1.0,4,4,0.386,0,North,Basic,No,Yes,NetBanking,0
18,110,69.2,2.0,3,3,0.023,0,East,Basic,No,No,NetBanking,0
18,57,58.58,2.0,1,2,0.451,1,West,Basic,No,Yes,UPI,0
27,92,22.28,2.0,0,3,0.01,0,East,Standard,No,No,Cash,0
21,43,67.5,2.0,0,5,0.301,1,West,Premium,No,Yes,Card,0
68,89,22.95,4.0,2,5,0.138,0,South,,No,No,Card,0
55,27,41.09,1.0,4,2,0.235,1,North,Premium,No,No,Card,0
78,88,87.03,0.0,4,3,0.221,0,South,Basic,No,Yes,UPI,0
67,6,96.5,2.0,4,3,0.374,0,South,Basic,Yes,Yes,NetBanking,0
77,13,35.69,1.0,4,4,0.248,0,West,Standard,Yes,Yes,NetBanking,0
32,42,53.41,1.0,0,3,0.211,1,South,Premium,No,Yes,NetBanking,0
35,58,60.85,4.0,5,2,0.365,0,South,Standard,No,Yes,UPI,0
70,85,95.62,1.0,5,5,0.463,0,West,Standard,Yes,Yes,UPI,0
33,43,50.14,0.0,5,2,0.397,0,South,,No,No,Card,0
21,3,50.46,2.0,2,2,0.368,1,East,Premium,No,Yes,UPI,0
59,39,90.97,2.0,1,2,0.244,1,South,Standard,Yes,,UPI,0
67,53,52.5,2.0,5,2,0.45,2,West,Standard,No,No,Card,1
78,65,74.44,0.0,1,3,0.243,0,North,Standard,No,Yes,Card,0
75,77,30.46,1.0,4,4,0.465,1,East,Standard,No,Yes,Card,0
25,30,56.58,2.0,5,1,0.401,0,East,Premium,No,No,NetBanking,0
65,73,26.81,0.0,5,5,0.075,2,West,Standard,Yes,No,UPI,0
70,76,38.89,3.0,3,2,0.023,1,West,Basic,No,Yes,Card,0
61,93,76.78,,5,1,0.37,1,West,Premium,No,No,NetBanking,0
68,63,59.0,0.0,4,4,0.343,1,North,Standard,No,Yes,Card,0
69,97,53.62,4.0,5,2,0.301,0,South,Standard,Yes,Yes,Card,0
45,27,45.03,0.0,2,4,0.488,1,West,Standard,No,Yes,UPI,0
20,85,55.59,0.0,3,5,0.273,0,,Basic,No,Yes,Card,0
46,6,66.02,1.0,4,4,0.174,0,West,Basic,No,Yes,Card,0
30,13,79.66,1.0,1,4,0.282,0,West,Basic,Yes,Yes,UPI,0
25,103,7.5,3.0,1,3,0.014,0,South,Premium,No,No,Card,0
25,57,43.36,1.0,2,2,0.29,1,North,Standard,Yes,Yes,Card,0
61,74,63.18,,2,4,0.451,1,South,Standard,No,No,Card,1
49,72,58.02,0.0,4,2,0.002,2,East,Basic,Yes,Yes,NetBanking,0
51,83,68.07,5.0,5,5,0.423,0,South,Premium,No,No,UPI,0
64,30,65.35,2.0,0,3,0.401,1,North,Basic,No,Yes,NetBanking,0
51,22,53.9,0.0,1,3,0.053,0,East,,No,Yes,UPI,0
57,6,49.46,2.0,5,4,0.423,0,North,Premium,No,No,Card,0
23,103,55.09,1.0,3,1,0.382,0,South,Standard,Yes,Yes,Card,0
70,27,82.97,2.0,1,3,0.246,3,South,Premium,Yes,No,Card,0
45,69,45.36,2.0,3,4,0.123,1,East,Standard,Yes,No,UPI,0
27,55,58.74,1.0,5,4,0.144,1,North,Basic,No,No,UPI,0
68,20,63.67,0.0,2,2,0.306,0,East,,No,Yes,UPI,0
63,50,91.21,2.0,2,1,0.123,1,West,Premium,Yes,No,UPI,0
21,10,53.99,1.0,3,1,0.163,0,East,Standard,No,Yes,Card,0
29,22,79.18,2.0,5,5,0.465,0,West,Standard,Yes,No,NetBanking,0
18,17,84.64,2.0,3,2,0.365,0,South,Basic,No,Yes,UPI,0
34,99,58.72,1.0,5,1,0.368,3,North,Basic,No,Yes,UPI,0
24,68,55.79,2.0,4,3,0.478,1,North,Standard,No,No,Card,0
62,111,53.42,0.0,2,5,0.003,0,East,Premium,No,Yes,Card,0
50,52,54.88,2.0,2,2,0.122,1,North,Basic,No,No,UPI,0
78,24,77.08,2.0,4,1,0.329,0,West,Basic,No,Yes,Card,1
64,73,64.62,3.0,0,1,0.219,0,,Basic,Yes,No,NetBanking,1
55,111,64.71,1.0,1,1,0.056,1,West,,Yes,Yes,UPI,0
49,64,37.5,3.0,1,2,0.391,0,South,Standard,No,Yes,UPI,0
21,3,40.65,1.0,4,1,0.024,1,East,Standard,No,Yes,Card,0
22,37,102.87,1.0,4,4,0.272,0,South,Basic,Yes,,NetBanking,1
56,111,,2.0,4,2,0.281,0,East,Standard,Yes,No,NetBanking,0
18,62,44.5,3.0,0,3,0.318,0,West,Standard,Yes,No,Card,0
20,114,88.62,0.0,1,3,0.158,0,North,Basic,No,No,UPI,0
31,61,65.64,1.0,1,4,0.012,1,West,Premium,No,No,NetBanking,0
72,2,71.56,1.0,0,4,0.444,0,East,Standard,No,No,Card,0
46,104,57.24,2.0,1,3,0.465,2,East,Basic,No,Yes,Card,1
61,91,53.63,2.0,2,5,0.241,0,North,Premium,No,Yes,Cash,0
43,86,56.61,2.0,5,1,0.01,0,North,Basic,Yes,No,UPI,0
28,116,32.35,3.0,1,3,0.29,0,North,Premium,Yes,No,Cash,0
41,24,58.24,0.0,5,2,0.158,0,East,Standard,Yes,Yes,Card,0
23,108,65.92,0.0,4,3,0.091,1,North,Premium,Yes,Yes,UPI,0
65,28,97.01,3.0,0,1,0.084,0,West,Basic,No,Yes,UPI,0
29,116,61.72,3.0,1,2,0.09,0,West,Basic,No,No,UPI,0
41,23,13.32,1.0,2,5,0.165,0,North,Premium,Yes,Yes,NetBanking,0
78,66,58.12,0.0,5,5,0.14,0,East,Standard,No,No,UPI,0
54,94,114.79,2.0,4,3,0.418,1,South,Premium,No,No,NetBanking,0
46,10,77.33,2.0,5,1,0.248,0,South,Basic,No,No,Card,0
51,8,43.78,2.0,1,4,0.214,1,North,Standard,Yes,Yes,Cash,0
66,102,71.82,2.0,5,2,0.073,0,West,Basic,Yes,No,UPI,0
33,8,45.16,2.0,5,2,0.438,0,West,,Yes,No,Card,0
57,74,32.92,3.0,3,1,0.027,0,North,Standard,No,Yes,Card,0
72,112,53.03,2.0,0,2,0.12,0,South,,No,Yes,Card,0
53,74,61.83,1.0,1,2,0.311,0,,Standard,No,Yes,Card,0
45,58,22.56,2.0,0,1,0.351,1,East,Basic,No,Yes,NetBanking,0
26,50,37.02,2.0,4,3,0.401,0,North,Standard,Yes,Yes,Cash,0
33,76,60.21,1.0,1,5,0.205,0,West,Premium,Yes,Yes,Card,0
76,69,51.84,1.0,4,1,0.173,0,West,Basic,Yes,No,Card,0
51,60,67.9,3.0,1,1,0.144,0,South,Standard,No,Yes,Card,0
36,19,35.71,2.0,5,1,0.284,0,West,Premium,No,Yes,NetBanking,0
43,79,74.28,4.0,4,3,0.174,0,East,Basic,Yes,No,UPI,0
53,89,36.32,4.0,2,5,0.164,1,East,Standard,Yes,No,UPI,0
51,85,92.85,1.0,2,2,0.008,0,West,Premium,No,No,UPI,0
61,9,25.68,0.0,0,1,0.474,0,South,Standard,No,No,Cash,0
33,84,38.15,4.0,0,1,0.03,0,East,Basic,Yes,No,Card,0
58,87,68.35,2.0,5,4,0.135,0,South,Standard,No,Yes,Card,0
45,22,93.28,2.0,4,2,0.461,0,East,Standard,Yes,Yes,UPI,0
76,102,66.3,1.0,5,2,0.368,2,North,Standard,Yes,Yes,Cash,0
27,63,71.26,2.0,3,2,0.289,0,North,Basic,Yes,No,UPI,0
27,57,60.35,0.0,1,5,0.33,0,South,Basic,No,Yes,NetBanking,0
46,87,39.47,4.0,0,2,0.049,0,South,Standard,No,Yes,NetBanking,0
49,61,50.2,2.0,4,4,0.404,1,North,Standard,No,Yes,Card,0
60,65,35.76,2.0,1,4,0.125,0,North,Premium,Yes,No,UPI,0
43,38,34.43,2.0,0,1,0.478,0,West,Basic,No,Yes,NetBanking,0
74,111,68.03,2.0,0,2,0.116,0,East,Standard,No,No,Card,1
47,116,37.54,2.0,3,5,0.313,0,South,Basic,No,No,UPI,0
26,16,66.39,,5,5,0.273,0,West,Standard,No,Yes,Card,0
25,88,33.96,1.0,2,3,0.072,1,West,Premium,No,No,NetBanking,0
78,3,65.93,0.0,5,1,0.181,0,North,Basic,Yes,Yes,Card,0
26,44,50.23,5.0,2,2,0.391,0,East,Basic,Yes,Yes,Card,1
76,116,88.13,3.0,4,5,0.106,1,South,Premium,Yes,Yes,UPI,0
35,21,66.47,1.0,1,4,0.481,0,East,Standard,No,No,UPI,0
23,45,84.72,1.0,3,1,0.148,0,East,Standard,No,Yes,Card,0
36,27,44.89,2.0,1,4,0.313,0,North,Basic,No,No,Card,0
56,87,61.12,0.0,4,1,0.309,0,East,Premium,Yes,No,NetBanking,0
44,56,40.38,1.0,2,2,0.235,0,South,Standard,Yes,Yes,Cash,0
66,71,51.73,2.0,0,3,0.328,0,East,Basic,Yes,,UPI,0
55,113,,1.0,1,2,0.372,0,North,Standard,Yes,Yes,Card,0
42,63,45.48,0.0,2,4,0.31,0,West,Basic,No,Yes,UPI,0
57,88,35.69,5.0,2,1,0.28,1,East,,Yes,No,UPI,0
78,12,31.73,2.0,1,5,0.303,0,North,Standard,Yes,Yes,Card,0
43,26,13.21,3.0,3,3,0.201,2,West,Basic,No,No,Card,0
27,113,,1.0,5,2,0.035,1,North,Basic,Yes,No,Card,0
43,103,72.55,2.0,4,5,0.08,1,East,Basic,No,Yes,Card,0
70,79,28.03,0.0,1,3,0.303,1,East,Basic,No,Yes,UPI,0
31,46,32.64,,4,3,0.464,0,North,Premium,No,No,Card,0
76,24,95.82,2.0,5,1,0.013,1,North,Standard,Yes,No,UPI,1
54,102,47.27,1.0,1,5,0.272,0,North,Basic,No,Yes,UPI,0
55,94,66.42,3.0,1,5,0.126,0,East,Basic,No,No,UPI,0
37,29,72.85,2.0,0,1,0.281,0,East,Basic,No,No,UPI,0
75,71,73.25,2.0,5,5,0.375,0,,Standard,Yes,No,UPI,0
20,74,29.55,1.0,4,4,0.368,0,North,Basic,Yes,No,Card,0
36,57,55.38,2.0,2,3,0.362,0,West,,Yes,No,Card,0
43,111,27.64,1.0,5,5,0.389,0,North,Premium,No,No,UPI,0
47,15,108.93,4.0,3,3,0.036,1,South,Standard,No,Yes,Card,0
47,31,28.1,1.0,5,4,0.255,0,East,,No,No,Card,0
27,12,39.04,0.0,5,1,0.131,0,North,Basic,Yes,Yes,Card,0
31,83,39.19,,5,1,0.461,0,West,Basic,No,No,Card,0
23,77,30.07,0.0,2,3,0.391,2,North,Premium,Yes,Yes,Card,0
53,118,87.05,1.0,3,2,0.054,1,West,Standard,Yes,No,UPI,0
39,65,108.45,1.0,1,5,0.122,0,South,Standard,No,,UPI,0
53,18,50.49,0.0,5,1,0.228,0,North,Standard,Yes,No,UPI,0
54,54,33.59,2.0,1,4,0.481,1,South,Basic,No,Yes,Card,0
61,11,15.26,2.0,2,4,0.055,0,West,Standard,No,,NetBanking,0
51,80,55.12,3.0,3,5,0.284,1,East,Basic,Yes,Yes,Card,0
58,81,53.67,3.0,4,5,0.171,2,North,Basic,Yes,Yes,UPI,0
54,103,,2.0,4,5,0.323,0,West,Standard,Yes,Yes,UPI,0
58,41,64.43,,5,2,0.324,0,,Basic,No,,UPI,0
56,37,67.9,,4,4,0.12,1,North,Basic,Yes,No,UPI,0
37,9,66.46,1.0,4,1,0.393,0,North,Basic,No,Yes,Card,0
33,50,53.68,4.0,3,3,0.046,3,West,Basic,Yes,No,Card,1
66,57,37.97,4.0,2,2,0.409,0,North,Premium,No,Yes,Card,0
39,90,,0.0,5,2,0.106,1,North,Premium,Yes,Yes,Cash,0
52,90,60.25,1.0,2,3,0.295,0,West,Basic,No,No,NetBanking,0
30,17,77.77,0.0,3,1,0.174,0,East,Basic,No,No,UPI,0
44,34,75.8,1.0,1,3,0.305,1,South,Standard,Yes,No,Card,0
50,61,31.56,1.0,2,3,0.134,0,East,Basic,Yes,Yes,Card,0
56,40,31.32,2.0,2,2,0.284,0,North,Standard,No,Yes,NetBanking,0
50,4,44.89,1.0,1,3,0.004,0,South,Basic,No,Yes,Card,0
40,101,38.87,2.0,4,4,0.187,1,South,Standard,No,No,Card,0
77,88,75.11,2.0,4,4,0.413,0,East,Basic,No,Yes,NetBanking,0
49,62,67.03,3.0,4,1,0.232,0,West,Standard,No,Yes,Card,0
68,38,81.98,1.0,0,3,0.25,0,South,Standard,Yes,Yes,NetBanking,0
63,101,67.93,0.0,1,4,0.311,0,North,Basic,No,Yes,UPI,0
52,5,64.17,2.0,1,4,0.217,1,South,Basic,No,Yes,NetBanking,0
72,54,83.99,1.0,4,3,0.434,0,West,Standard,No,No,UPI,0
25,96,69.39,1.0,5,1,0.202,0,,Premium,No,Yes,Card,0
75,114,61.36,0.0,2,1,0.471,2,West,Standard,No,Yes,UPI,0
70,30,89.61,0.0,1,2,0.438,0,West,Basic,No,No,NetBanking,0
49,78,62.3,2.0,3,4,0.211,0,West,Standard,Yes,Yes,UPI,0
63,23,53.91,0.0,5,4,0.183,2,West,Basic,Yes,Yes,NetBanking,0
50,14,43.24,3.0,2,4,0.338,1,East,Premium,No,No,Cash,1
34,43,74.06,3.0,1,2,0.378,0,North,Standard,No,Yes,UPI,0
67,106,84.74,2.0,3,3,0.093,0,East,Basic,No,No,NetBanking,0
33,83,58.99,2.0,5,1,0.121,1,North,Standard,No,Yes,Card,0
37,59,86.16,3.0,4,4,0.073,0,North,Standard,No,No,Cash,0
50,34,20.6,1.0,3,2,0.38,0,South,Basic,No,Yes,NetBanking,0
69,17,58.89,1.0,4,3,0.357,0,,Standard,No,Yes,Card,0
41,33,59.2,1.0,0,3,0.095,1,East,Standard,Yes,Yes,UPI,0
48,19,,0.0,4,2,0.268,1,South,Standard,No,Yes,UPI,0
20,23,107.68,2.0,0,1,0.382,0,,Standard,No,Yes,NetBanking,0
25,82,58.68,1.0,2,5,0.474,2,West,Standard,No,Yes,Card,0
21,16,,2.0,2,1,0.089,0,East,Standard,No,Yes,UPI,0
22,6,60.52,2.0,4,5,0.152,0,North,Standard,No,Yes,UPI,0
71,65,19.94,2.0,1,1,0.174,1,South,Standard,No,Yes,Card,0
70,35,44.8,1.0,1,1,0.312,1,North,Standard,No,Yes,Cash,1
68,55,79.66,0.0,5,5,0.068,0,West,Standard,No,Yes,UPI,0
21,17,47.42,2.0,2,5,0.097,0,,Basic,No,No,Card,0
22,25,43.42,1.0,4,5,0.39,1,,Standard,No,No,NetBanking,0
35,53,86.19,2.0,3,4,0.271,1,South,Standard,No,Yes,Card,0
53,83,86.81,2.0,3,3,0.08,2,West,Basic,No,No,Card,0
38,50,70.34,2.0,4,1,0.194,1,North,Basic,No,No,Card,0
48,65,50.9,2.0,4,3,0.067,0,South,Standard,No,No,NetBanking,0
28,63,55.21,0.0,5,3,0.181,1,South,Basic,Yes,Yes,NetBanking,0
63,32,43.92,4.0,4,4,0.2,0,South,Basic,No,Yes,UPI,0
37,34,40.1,0.0,1,1,0.056,0,West,Basic,No,No,Card,0
22,51,39.11,3.0,1,1,0.03,1,East,Standard,No,Yes,UPI,0
64,4,47.64,0.0,5,3,0.441,1,South,Premium,No,No,UPI,0
73,82,39.31,1.0,2,5,0.444,0,West,Premium,No,No,UPI,0
18,74,28.73,0.0,1,5,0.001,1,North,Premium,No,Yes,Card,0
45,37,64.39,2.0,0,3,0.321,1,West,Premium,Yes,Yes,Card,0
69,45,64.69,0.0,3,2,0.047,2,South,Basic,No,Yes,NetBanking,0
61,40,94.02,0.0,3,3,0.405,1,North,Basic,Yes,No,UPI,0
71,78,46.63,2.0,4,3,0.44,0,South,Basic,No,No,Card,0
43,91,65.92,1.0,4,4,0.308,0,North,Basic,Yes,No,Cash,0
41,13,66.25,0.0,4,2,0.307,1,West,Standard,No,Yes,Card,0
61,50,54.92,1.0,3,2,0.186,0,South,Premium,No,No,UPI,0
27,2,74.89,0.0,5,3,0.125,0,North,Standard,Yes,Yes,Card,0
32,54,75.5,1.0,5,5,0.25,0,West,Premium,No,Yes,NetBanking,0
55,30,66.55,1.0,4,5,0.067,1,North,Standard,No,Yes,Card,0
59,40,54.89,0.0,2,4,0.336,1,North,Basic,No,Yes,Cash,1
25,55,52.85,0.0,1,2,0.235,0,East,Basic,No,Yes,UPI,1
49,39,32.64,2.0,0,3,0.089,0,North,Premium,No,Yes,Card,0
40,47,43.88,,5,3,0.294,0,West,Standard,Yes,Yes,Card,0
49,92,47.56,0.0,4,5,0.398,0,East,Basic,No,Yes,NetBanking,0
77,97,37.52,0.0,5,2,0.294,0,North,Basic,No,Yes,Card,0
22,1,68.8,0.0,4,5,0.265,0,South,Standard,No,No,Card,0
79,45,83.93,1.0,2,4,0.424,1,South,Standard,Yes,Yes,UPI,0
45,101,41.84,3.0,0,4,0.005,0,East,Standard,No,Yes,Card,0
65,64,65.67,3.0,0,4,0.308,0,East,Premium,Yes,Yes,UPI,0
44,25,39.32,0.0,4,4,0.205,1,West,Basic,No,No,UPI,0
37,71,53.9,1.0,1,4,0.097,1,South,Premium,Yes,Yes,Card,0
65,18,46.19,1.0,2,4,0.49,1,West,Standard,Yes,Yes,Card,1
60,3,72.04,2.0,5,2,0.202,0,North,Standard,Yes,No,Card,0
